Index;Route_Instance;Supernet;Subnet;ASN;Destination_Interface;Router
152;IX-VANTX1.inet.0;134.87.0.0/16;134.87.0.99/32;;Adjacent Router;Yes;cr1.mgmt.vncv1
153;IX-VANTX1.inet.0;134.87.0.0/16;134.87.0.102/31;;Adjacent Router;No;cr1.mgmt.vncv1
154;IX-VANTX1.inet.0;134.87.0.0/16;134.87.0.102/32;;Adjacent Router;Yes;cr1.mgmt.vncv1
155;IX-VANTX1.inet.0;134.87.0.0/16;134.87.0.104/31;;Adjacent Router;No;cr1.mgmt.vncv1
156;IX-VANTX1.inet.0;134.87.0.0/16;134.87.0.104/32;;Adjacent Router;Yes;cr1.mgmt.vncv1
157;IX-VANTX1.inet.0;134.87.0.0/16;134.87.0.106/31;;Adjacent Router;No;cr1.mgmt.vncv1
158;IX-VANTX1.inet.0;134.87.0.0/16;134.87.0.106/32;;Adjacent Router;Yes;cr1.mgmt.vncv1
159;IX-VANTX1.inet.0;134.87.0.0/16;134.87.0.110/31;;Adjacent Router;No;cr1.mgmt.vncv1
160;IX-VANTX1.inet.0;134.87.0.0/16;134.87.0.110/32;;Adjacent Router;Yes;cr1.mgmt.vncv1
161;IX-VANTX1.inet.0;134.87.0.0/16;134.87.0.112/31;;Adjacent Router;No;cr1.mgmt.vncv1
162;IX-VANTX1.inet.0;134.87.0.0/16;134.87.0.112/32;;Adjacent Router;Yes;cr1.mgmt.vncv1
163;IX-VANTX1.inet.0;134.87.0.0/16;134.87.0.114/31;271;xe-2/0/2.84;No;cr1.mgmt.vncv1
164;IX-VANTX1.inet.0;134.87.0.0/16;134.87.0.115/32;271;xe-2/0/2.84;Yes;cr1.mgmt.vncv1
165;IX-VANTX1.inet.0;134.87.0.0/16;134.87.0.116/31;;Adjacent Router;No;cr1.mgmt.vncv1
166;IX-VANTX1.inet.0;134.87.0.0/16;134.87.0.116/32;;Adjacent Router;Yes;cr1.mgmt.vncv1
167;IX-VANTX1.inet.0;134.87.0.0/16;134.87.0.254/32;271;lo0.3;Yes;cr1.mgmt.vncv1
168;IX-VANTX1.inet.0;134.87.0.0/16;134.87.2.20/30;271;rlt0.50;No;cr1.mgmt.vncv1
169;IX-VANTX1.inet.0;134.87.0.0/16;134.87.2.28/30;271;rlt0.50;No;cr1.mgmt.vncv1
170;IX-VANTX1.inet.0;134.87.0.0/16;134.87.2.128/29;271;Adjacent Router;No;cr1.mgmt.vncv1
171;IX-VANTX1.inet.0;134.87.0.0/16;134.87.2.136/30;271;Adjacent Router;No;cr1.mgmt.vncv1
172;IX-VANTX1.inet.0;134.87.0.0/16;134.87.2.140/30;271;Adjacent Router;No;cr1.mgmt.vncv1
173;IX-VANTX1.inet.0;134.87.0.0/16;134.87.2.172/30;271;Adjacent Router;No;cr1.mgmt.vncv1
174;IX-VANTX1.inet.0;134.87.0.0/16;134.87.4.0/24;271;rlt0.50;No;cr1.mgmt.vncv1
175;IX-VANTX1.inet.0;134.87.0.0/16;134.87.32.0/19;16462;Adjacent Router;No;cr1.mgmt.vncv1
176;IX-VANTX1.inet.0;134.87.0.0/16;134.87.32.0/19;16462;Adjacent Router;No;cr1.mgmt.vncv1
177;IX-VANTX1.inet.0;134.87.0.0/16;134.87.112.0/24;271;rlt0.50;No;cr1.mgmt.vncv1
178;IX-VANTX1.inet.0;134.87.0.0/16;134.87.112.0/24;271;Adjacent Router;No;cr1.mgmt.vncv1
179;IX-VANTX1.inet.0;134.87.0.0/16;134.87.128.0/18;16462;Adjacent Router;No;cr1.mgmt.vncv1
180;IX-VANTX1.inet.0;134.87.0.0/16;134.87.128.0/18;16462;Adjacent Router;No;cr1.mgmt.vncv1
181;TRANSIT-VANTX1.inet.0;134.87.0.0/16;134.87.2.20/30;271;rlt0.30;No;cr1.mgmt.vncv1
182;TRANSIT-VANTX1.inet.0;134.87.0.0/16;134.87.2.28/30;271;rlt0.30;No;cr1.mgmt.vncv1
183;TRANSIT-VANTX1.inet.0;134.87.0.0/16;134.87.2.128/29;271;Adjacent Router;No;cr1.mgmt.vncv1
184;TRANSIT-VANTX1.inet.0;134.87.0.0/16;134.87.2.136/30;271;Adjacent Router;No;cr1.mgmt.vncv1
185;TRANSIT-VANTX1.inet.0;134.87.0.0/16;134.87.2.140/30;271;Adjacent Router;No;cr1.mgmt.vncv1
186;TRANSIT-VANTX1.inet.0;134.87.0.0/16;134.87.2.152/29;271;xe-2/0/2.81;No;cr1.mgmt.vncv1
187;TRANSIT-VANTX1.inet.0;134.87.0.0/16;134.87.2.158/32;271;xe-2/0/2.81;Yes;cr1.mgmt.vncv1
