Index;Route_Instance;Supernet;Subnet;ASN;AS_Path;Destination_Interface;Local;Router
1078;inet.0;207.23.0.0/16;207.23.240.55/32;271;271;ge-0/0/3.2385;Yes;cr2.mgmt.vncv1
1079;inet.0;207.23.0.0/16;207.23.240.68/30;271;271;rlt0.41;No;cr2.mgmt.vncv1
1080;inet.0;207.23.0.0/16;207.23.240.69/32;271;271;rlt0.41;Yes;cr2.mgmt.vncv1
1081;inet.0;207.23.0.0/16;207.23.240.213/32;271;271;rlt0.41;No;cr2.mgmt.vncv1
1082;inet.0;207.23.0.0/16;207.23.243.0/24;393249;393249;et-5/0/2.184;No;cr2.mgmt.vncv1
1083;inet.0;207.23.0.0/16;207.23.249.0/24;393249;393249;et-5/0/2.184;No;cr2.mgmt.vncv1
1084;inet.0;207.23.0.0/16;207.23.252.0/24;393249;393249;et-5/0/2.184;No;cr2.mgmt.vncv1
1085;inet.2;207.23.0.0/16;207.23.240.36/31;271;271;ge-0/0/4.821;No;cr2.mgmt.vncv1
1086;inet.2;207.23.0.0/16;207.23.240.36/32;271;271;ge-0/0/4.821;Yes;cr2.mgmt.vncv1
1087;inet.2;207.23.0.0/16;207.23.240.38/31;271;271;ge-0/0/4.766;No;cr2.mgmt.vncv1
1088;inet.2;207.23.0.0/16;207.23.240.38/32;271;271;ge-0/0/4.766;Yes;cr2.mgmt.vncv1
1089;inet.2;207.23.0.0/16;207.23.240.42/31;271;271;rlt0.57;No;cr2.mgmt.vncv1
1090;inet.2;207.23.0.0/16;207.23.240.42/32;271;271;rlt0.57;Yes;cr2.mgmt.vncv1
1091;inet.2;207.23.0.0/16;207.23.240.44/30;271;271;ge-0/0/0.765;No;cr2.mgmt.vncv1
1092;inet.2;207.23.0.0/16;207.23.240.45/32;271;271;ge-0/0/0.765;Yes;cr2.mgmt.vncv1
1093;inet.2;207.23.0.0/16;207.23.240.48/31;271;271;rlt0.59;No;cr2.mgmt.vncv1
1094;inet.2;207.23.0.0/16;207.23.240.48/32;271;271;rlt0.59;Yes;cr2.mgmt.vncv1
1095;inet.2;207.23.0.0/16;207.23.240.50/31;271;271;xe-2/0/2.1773;No;cr2.mgmt.vncv1
1096;inet.2;207.23.0.0/16;207.23.240.50/32;271;271;xe-2/0/2.1773;Yes;cr2.mgmt.vncv1
1097;inet.2;207.23.0.0/16;207.23.240.52/31;271;271;ge-0/0/3.2382;No;cr2.mgmt.vncv1
1098;inet.2;207.23.0.0/16;207.23.240.53/32;271;271;ge-0/0/3.2382;Yes;cr2.mgmt.vncv1
1099;inet.2;207.23.0.0/16;207.23.240.54/31;271;271;ge-0/0/3.2385;No;cr2.mgmt.vncv1
1100;inet.2;207.23.0.0/16;207.23.240.55/32;271;271;ge-0/0/3.2385;Yes;cr2.mgmt.vncv1
1101;inet.2;207.23.0.0/16;207.23.240.68/30;271;271;rlt0.41;No;cr2.mgmt.vncv1
1102;inet.2;207.23.0.0/16;207.23.240.69/32;271;271;rlt0.41;Yes;cr2.mgmt.vncv1
1103;inet.2;207.23.0.0/16;207.23.240.213/32;271;271;rlt0.41;No;cr2.mgmt.vncv1
1104;TRANSIT-VANTX2.inet.0;207.23.0.0/16;207.23.85.0/24;11105;11105;xe-3/2/0.168;No;cr2.mgmt.vncv1
1105;TRANSIT-VANTX2.inet.0;207.23.0.0/16;207.23.94.0/23;393249;393249;et-5/0/2.188;No;cr2.mgmt.vncv1
1106;TRANSIT-VANTX2.inet.0;207.23.0.0/16;207.23.94.0/23;271;271;et-5/0/2.199;No;cr2.mgmt.vncv1
1107;TRANSIT-VANTX2.inet.0;207.23.0.0/16;207.23.94.0/23;393249;393249;et-5/0/2.188;No;cr2.mgmt.vncv1
1108;TRANSIT-VANTX2.inet.0;207.23.0.0/16;207.23.96.0/20;397543;397543;xe-2/0/2.1775;No;cr2.mgmt.vncv1
1109;TRANSIT-VANTX2.inet.0;207.23.0.0/16;207.23.128.0/19;397375;852 397375;xe-5/0/0:0.0;No;cr2.mgmt.vncv1
1110;TRANSIT-VANTX2.inet.0;207.23.0.0/16;207.23.160.0/19;11105;11105;xe-3/2/0.168;No;cr2.mgmt.vncv1
1111;TRANSIT-VANTX2.inet.0;207.23.0.0/16;207.23.192.0/19;11105;11105;xe-3/2/0.168;No;cr2.mgmt.vncv1
1112;TRANSIT-VANTX2.inet.0;207.23.0.0/16;207.23.240.32/30;271;271;xe-3/0/0.157;No;cr2.mgmt.vncv1
1113;TRANSIT-VANTX2.inet.0;207.23.0.0/16;207.23.240.34/32;271;271;xe-3/0/0.157;Yes;cr2.mgmt.vncv1
1114;TRANSIT-VANTX2.inet.0;207.23.0.0/16;207.23.240.64/30;271;271;rlt0.31;No;cr2.mgmt.vncv1
1115;TRANSIT-VANTX2.inet.0;207.23.0.0/16;207.23.240.65/32;271;271;rlt0.31;Yes;cr2.mgmt.vncv1
1116;TRANSIT-VANTX2.inet.0;207.23.0.0/16;207.23.240.92/30;271;271;rlt0.65;No;cr2.mgmt.vncv1
1117;TRANSIT-VANTX2.inet.0;207.23.0.0/16;207.23.240.94/32;271;271;rlt0.65;Yes;cr2.mgmt.vncv1
1118;TRANSIT-VANTX2.inet.0;207.23.0.0/16;207.23.240.213/32;271;271;rlt0.31;No;cr2.mgmt.vncv1
1119;TRANSIT-VANTX2.inet.0;207.23.0.0/16;207.23.243.0/24;393249;393249;et-5/0/2.188;No;cr2.mgmt.vncv1
1120;TRANSIT-VANTX2.inet.0;207.23.0.0/16;207.23.243.0/24;271;271;et-5/0/2.199;No;cr2.mgmt.vncv1
1121;TRANSIT-VANTX2.inet.0;207.23.0.0/16;207.23.243.0/24;393249;393249;et-5/0/2.188;No;cr2.mgmt.vncv1
1122;TRANSIT-VANTX2.inet.0;207.23.0.0/16;207.23.249.0/24;393249;393249;et-5/0/2.188;No;cr2.mgmt.vncv1
1123;TRANSIT-VANTX2.inet.0;207.23.0.0/16;207.23.249.0/24;271;271;et-5/0/2.199;No;cr2.mgmt.vncv1
1124;TRANSIT-VANTX2.inet.0;207.23.0.0/16;207.23.249.0/24;393249;393249;et-5/0/2.188;No;cr2.mgmt.vncv1
1125;TRANSIT-VANTX2.inet.0;207.23.0.0/16;207.23.252.0/24;393249;393249;et-5/0/2.188;No;cr2.mgmt.vncv1
1126;TRANSIT-VANTX2.inet.0;207.23.0.0/16;207.23.252.0/24;271;271;et-5/0/2.199;No;cr2.mgmt.vncv1
1127;TRANSIT-VANTX2.inet.0;207.23.0.0/16;207.23.252.0/24;393249;393249;et-5/0/2.188;No;cr2.mgmt.vncv1
1128;TRANSIT-VANTX2.inet.0;207.23.0.0/16;207.23.253.2/32;271;271;lo0.1;Yes;cr2.mgmt.vncv1
1129;inet.0;209.87.0.0/18;209.87.16.0/24;393249;393249;et-5/0/2.184;No;cr2.mgmt.vncv1
1130;inet.0;209.87.0.0/18;209.87.17.0/24;393249;393249;et-5/0/2.184;No;cr2.mgmt.vncv1
1131;inet.0;209.87.0.0/18;209.87.24.0/23;271;271;rlt0.59;No;cr2.mgmt.vncv1
1132;inet.0;209.87.0.0/18;209.87.27.0/24;271;271;xe-2/0/5.963;No;cr2.mgmt.vncv1
1133;inet.0;209.87.0.0/18;209.87.28.0/23;271;271;rlt0.53;No;cr2.mgmt.vncv1
1134;inet.0;209.87.0.0/18;209.87.30.0/24;393966;393966;rlt0.44;No;cr2.mgmt.vncv1
1135;inet.0;209.87.0.0/18;209.87.31.0/24;11105;11105;xe-2/0/7.169;No;cr2.mgmt.vncv1
1136;inet.0;209.87.0.0/18;209.87.56.0/22;11105;11105;xe-2/0/7.169;No;cr2.mgmt.vncv1
1137;inet.0;209.87.0.0/18;209.87.60.0/24;11105;11105;xe-2/0/7.169;No;cr2.mgmt.vncv1
1138;inet.0;209.87.0.0/18;209.87.61.0/24;271;271;xe-2/0/5.963;No;cr2.mgmt.vncv1
1139;inet.0;209.87.0.0/18;209.87.62.0/24;55185;55185;ge-0/0/4.821;No;cr2.mgmt.vncv1
1140;inet.0;209.87.0.0/18;209.87.63.0/24;33314;33314;xe-2/0/4.897;No;cr2.mgmt.vncv1
1141;TRANSIT-VANTX2.inet.0;209.87.0.0/18;209.87.16.0/24;393249;393249;et-5/0/2.188;No;cr2.mgmt.vncv1
1142;TRANSIT-VANTX2.inet.0;209.87.0.0/18;209.87.16.0/24;271;271;et-5/0/2.199;No;cr2.mgmt.vncv1
1143;TRANSIT-VANTX2.inet.0;209.87.0.0/18;209.87.16.0/24;393249;393249;et-5/0/2.188;No;cr2.mgmt.vncv1
1144;TRANSIT-VANTX2.inet.0;209.87.0.0/18;209.87.17.0/24;393249;393249;et-5/0/2.188;No;cr2.mgmt.vncv1
1145;TRANSIT-VANTX2.inet.0;209.87.0.0/18;209.87.17.0/24;271;271;et-5/0/2.199;No;cr2.mgmt.vncv1
1146;TRANSIT-VANTX2.inet.0;209.87.0.0/18;209.87.17.0/24;393249;393249;et-5/0/2.188;No;cr2.mgmt.vncv1
1147;TRANSIT-VANTX2.inet.0;209.87.0.0/18;209.87.24.0/23;271;271;rlt0.67;No;cr2.mgmt.vncv1
1148;TRANSIT-VANTX2.inet.0;209.87.0.0/18;209.87.27.0/24;271;271;xe-2/0/5.961;No;cr2.mgmt.vncv1
1149;TRANSIT-VANTX2.inet.0;209.87.0.0/18;209.87.28.0/23;271;271;rlt0.71;No;cr2.mgmt.vncv1
1150;TRANSIT-VANTX2.inet.0;209.87.0.0/18;209.87.30.0/24;393966;393966;rlt0.48;No;cr2.mgmt.vncv1
1151;TRANSIT-VANTX2.inet.0;209.87.0.0/18;209.87.31.0/24;11105;11105;xe-3/2/0.168;No;cr2.mgmt.vncv1
1152;TRANSIT-VANTX2.inet.0;209.87.0.0/18;209.87.56.0/22;11105;11105;xe-3/2/0.168;No;cr2.mgmt.vncv1
1153;TRANSIT-VANTX2.inet.0;209.87.0.0/18;209.87.60.0/24;11105;11105;xe-3/2/0.168;No;cr2.mgmt.vncv1
1154;TRANSIT-VANTX2.inet.0;209.87.0.0/18;209.87.61.0/24;271;271;xe-2/0/5.961;No;cr2.mgmt.vncv1
1155;TRANSIT-VANTX2.inet.0;209.87.0.0/18;209.87.62.0/24;55185;852 13768 55185;xe-5/0/0:0.0;No;cr2.mgmt.vncv1
1156;TRANSIT-VANTX2.inet.0;209.87.0.0/18;209.87.63.0/24;33314;33314;xe-2/0/4.899;No;cr2.mgmt.vncv1
